D1, D2, Con/ACC, Con/RT, In/ACC, In/RT
 0.3,  1.2,  1.0, .426, 0.92, .477
 0.3,  1.2,  1.0, .429,  1.0, .498
 0.3,  1.2,  1.0, .429, 0.92, .466
 0.3,  1.2,  1.0, .433, 0.88, .464
 0.3,  1.2,  1.0, 0.42, 0.96, .479
 0.3,  1.2,  1.0, .419, 0.96, .472
 0.3,  1.2,  1.0, .429, 0.94, .469
 0.3,  1.2,  1.0, .427, 0.88, .469
 0.3,  1.2,  1.0, .425, 0.96, .455
 0.3,  1.2,  1.0, .419, 0.92, .472
 0.3,  1.2,  1.0, .435, 0.92, .462
 0.3,  1.2,  1.0, .422,  1.0, .471
 0.3,  1.2,  1.0, 0.43,  0.9, .507
 0.3,  1.2,  1.0, .434, 0.92, .465
 0.3,  1.2,  1.0, .426, 0.96, .495
 0.3,  1.2,  1.0, .437, 0.94, .472
 0.3,  1.2,  1.0, .433, 0.96, .477
 0.3,  1.2,  1.0, .435, 0.94, .482
 0.3,  1.2,  1.0, .424, 0.96, .463
 0.3,  1.2,  1.0, .439,  0.9, .474
 0.3,  1.2,  1.0, .434, 0.94, .445
 0.3,  1.2,  1.0, .428,  1.0, .469
 0.3,  1.2,  1.0, .425, 0.96, .478
 0.3,  1.2,  1.0, .432, 0.94, .465
 0.3,  1.2,  1.0, .428, 0.88, 0.47
 0.3,  1.2,  1.0, .431,  0.8, .491
 0.3,  1.2,  1.0, .424, 0.86, .456
 0.3,  1.2,  1.0, .424,  1.0, 0.46
 0.3,  1.2,  1.0, 0.42,  0.9, .486
 0.3,  1.2,  1.0, .427, 0.94, .473
 0.3,  1.2,  1.0, .437, 0.94, .481
 0.3,  1.2,  1.0, .424, 0.92, .504
 0.3,  1.2,  1.0, .427, 0.88, .459
 0.3,  1.2,  1.0, .429, 0.86, .466
 0.3,  1.2,  1.0, .431, 0.94, .467
 0.3,  1.2,  1.0, .433, 0.96, .462
 0.3,  1.2,  1.0, .422,  1.0, .476
 0.3,  1.2,  1.0, .424, 0.96, .467
 0.3,  1.2,  1.0, .431, 0.96, 0.46
 0.3,  1.2,  1.0, .434, 0.88, .469
 0.3,  1.2,  1.0, .417, 0.92, .465
 0.3,  1.2,  1.0, .427, 0.96, .484
 0.3,  1.2,  1.0, .431, 0.86, .509
 0.3,  1.2,  1.0, .431, 0.94, .497
 0.3,  1.2,  1.0, .432, 0.96, .483
 0.3,  1.2,  1.0, .434, 0.94, .488
 0.3,  1.2,  1.0, .425,  0.8, .467
 0.3,  1.2,  1.0, .431, 0.92, .443
 0.3,  1.2,  1.0, .427, 0.96, .464
 0.3,  1.2,  1.0, 0.43, 0.98, .457
 0.3,  1.2,  1.0, .427, 0.98, .458
 0.3,  1.2,  1.0, .426, 0.92, .477
 0.3,  1.2,  1.0, .429,  0.9, .525
 0.3,  1.2,  1.0, .436, 0.96, .471
 0.3,  1.2,  1.0, .424,  0.8, .534
 0.3,  1.2,  1.0, .427, 0.94, .455
 0.3,  1.2,  1.0, 0.43, 0.96, .477
 0.3,  1.2,  1.0, .429, 0.92, .478
 0.3,  1.2,  1.0, .434, 0.88, .475
 0.3,  1.2,  1.0, .433, 0.94, .479
 0.3,  1.2,  1.0, .431, 0.96, .467
 0.3,  1.2,  1.0, .422, 0.92, .482
 0.3,  1.2,  1.0, .423, 0.88, .462
 0.3,  1.2,  1.0, .436, .897, .459
 0.3,  1.2,  1.0, .424, 0.92, .488
 0.3,  1.2,  1.0, .424, 0.94, .488
 0.3,  1.2,  1.0, .434, 0.94, .475
 0.3,  1.2,  1.0, 0.43, 0.96, .477
 0.3,  1.2,  1.0, .433,  0.9, .478
 0.3,  1.2,  1.0, .424, 0.96, .444
 0.3,  1.2,  1.0, 0.44,  0.9, 0.46
 0.3,  1.2,  1.0, .432, 0.92, .465
 0.3,  1.2,  1.0, .419, 0.96, .469
 0.3,  1.2,  1.0, .425,  0.9, .476
 0.3,  1.2,  1.0, .427, 0.92, .505
 0.3,  1.2,  1.0, 0.42,  0.9, .467
 0.3,  1.2,  1.0, .431,  0.9, .502
 0.3,  1.2,  1.0, 0.43, 0.96, .455
 0.3,  1.2,  1.0, .422,  0.8, .488
 0.3,  1.2,  1.0, .418,  1.0, 0.47
 0.3,  1.2,  1.0, .422, 0.94, .506
 0.3,  1.2,  1.0, .432,  0.8, .474
 0.3,  1.2,  1.0, .428, 0.96, .489
 0.3,  1.2,  1.0, .428,  0.9, .492
 0.3,  1.2,  1.0, .425, 0.96, .446
 0.3,  1.2,  1.0, .423, 0.94, .468
 0.3,  1.2,  1.0, 0.43,  0.9, .494
 0.3,  1.2,  1.0, .434, 0.94, .475
 0.3,  1.2,  1.0, .423, 0.92, .478
 0.3,  1.2,  1.0, .417, 0.88, .477
 0.3,  1.2,  1.0, .428, 0.88, .473
 0.3,  1.2,  1.0, .426, 0.96, .479
 0.3,  1.2,  1.0, .429, 0.94, .451
 0.3,  1.2,  1.0, 0.42, 0.86, .486
 0.3,  1.2,  1.0, .435, 0.96, 0.48
 0.3,  1.2,  1.0, .429, 0.88, .488
 0.3,  1.2,  1.0, 0.42, 0.92, .498
 0.3,  1.3,  1.0, .429, 0.88, .494
 0.3,  1.3,  1.0, .427, 0.92, .479
 0.3,  1.3,  1.0, .425, 0.92, .459
 0.3,  1.3,  1.0, 0.42, 0.96, .486
 0.3,  1.3,  1.0, .434, 0.92, .496
 0.3,  1.3,  1.0, .427, 0.94, .464
 0.3,  1.3,  1.0, 0.43, 0.86, .485
 0.3,  1.3,  1.0, .432, 0.88, .475
 0.3,  1.3,  1.0, .431, 0.94, .455
 0.3,  1.3,  1.0, .426, 0.92, .453
 0.3,  1.3,  1.0, .418, 0.98, .464
 0.3,  1.3,  1.0, .432, 0.84, .463
 0.3,  1.3,  1.0, .434, 0.92, .476
 0.3,  1.3,  1.0, 0.43, 0.94, .461
 0.3,  1.3,  1.0, .425, 0.92, .455
 0.3,  1.3,  1.0, .432, 0.94, .453
 0.3,  1.3,  1.0, .438, 0.98, .473
 0.3,  1.3,  1.0, .418, 0.92, .481
 0.3,  1.3,  1.0, .427,  0.9, .465
 0.3,  1.3,  1.0, .428, 0.96, .454
 0.3,  1.3,  1.0, .438, 0.98, .439
 0.3,  1.3,  1.0, .431, 0.94, .492
 0.3,  1.3,  1.0, .426, 0.94, .456
 0.3,  1.3,  1.0, .429, 0.98, .467
 0.3,  1.3,  1.0, .427, 0.98, .483
 0.3,  1.3,  1.0, .424,  1.0, .472
 0.3,  1.3,  1.0, .423, 0.98, 0.48
 0.3,  1.3,  1.0, 0.43, 0.98, .486
 0.3,  1.3,  1.0, .432, 0.82, .475
 0.3,  1.3,  1.0, .429, 0.98, .456
 0.3,  1.3,  1.0, .434, 0.94, .471
 0.3,  1.3,  1.0, .427, 0.98, .461
 0.3,  1.3,  1.0, .423,  0.9, .461
 0.3,  1.3,  1.0, .433,  0.9, .489
 0.3,  1.3,  1.0, .432, 0.98, 0.45
 0.3,  1.3,  1.0, .432, 0.94, .493
 0.3,  1.3,  1.0, 0.43, 0.88, .479
 0.3,  1.3,  1.0, .424, 0.98, .447
 0.3,  1.3,  1.0, .433, 0.94, .477
 0.3,  1.3,  1.0, .425, 0.96, .493
 0.3,  1.3,  1.0, .422, 0.82, .505
 0.3,  1.3,  1.0, .434, 0.96, .494
 0.3,  1.3,  1.0, .432, 0.98, .461
 0.3,  1.3,  1.0, .426, 0.98, .475
 0.3,  1.3,  1.0, .435, 0.92, .457
 0.3,  1.3,  1.0, .428,  0.9, .479
 0.3,  1.3,  1.0, .434, 0.94, .463
 0.3,  1.3,  1.0, .436, 0.96, .443
 0.3,  1.3,  1.0, .428, 0.92, .466
 0.3,  1.3,  1.0, .419,  0.9, .514
 0.3,  1.3,  1.0, .436, 0.88, .457
 0.3,  1.3,  1.0, .434, 0.92, .468
 0.3,  1.3,  1.0, .429, 0.88, .451
 0.3,  1.3,  1.0, .427, 0.94, .474
 0.3,  1.3,  1.0, .425, 0.96, .469
 0.3,  1.3,  1.0, .422,  0.9, .482
 0.3,  1.3,  1.0, .423, 0.98, .505
 0.3,  1.3,  1.0, .434, 0.94, .459
 0.3,  1.3,  1.0, .426, 0.94, .469
 0.3,  1.3,  1.0, .428, 0.92, .468
 0.3,  1.3,  1.0, .421,  1.0, .449
 0.3,  1.3,  1.0, .435, 0.92, .472
 0.3,  1.3,  1.0, .425, 0.94, .448
 0.3,  1.3,  1.0, .429,  0.9, .481
 0.3,  1.3,  1.0, .436, 0.94, .488
 0.3,  1.3,  1.0, .434, 0.86, .452
 0.3,  1.3,  1.0, .426, 0.92, .444
 0.3,  1.3,  1.0, .426, 0.98, .467
 0.3,  1.3,  1.0, .428, 0.94, 0.48
 0.3,  1.3,  1.0, .421, 0.94, 0.45
 0.3,  1.3,  1.0, .421, 0.92, .466
 0.3,  1.3,  1.0, .434, 0.94, .474
 0.3,  1.3,  1.0, .424, 0.96, .459
 0.3,  1.3,  1.0, .423, 0.92, .462
 0.3,  1.3,  1.0, .426, 0.98, .482
 0.3,  1.3,  1.0, .427, 0.96, .486
 0.3,  1.3,  1.0, .429, 0.96, .457
 0.3,  1.3,  1.0, 0.43, 0.98, .501
 0.3,  1.3,  1.0, .431, 0.92, .482
 0.3,  1.3,  1.0, .431,  0.9, .467
 0.3,  1.3,  1.0, .428, 0.96, .468
 0.3,  1.3,  1.0, .433, 0.94, .463
 0.3,  1.3,  1.0, .426, 0.98, .474
 0.3,  1.3,  1.0, .423, 0.98, .448
 0.3,  1.3,  1.0, .435, 0.92, .474
 0.3,  1.3,  1.0, 0.43,  0.9, .502
 0.3,  1.3,  1.0, .426,  0.9, .474
 0.3,  1.3,  1.0, .422, 0.98, .458
 0.3,  1.3,  1.0, .432, 0.94, .503
 0.3,  1.3,  1.0, .425, 0.94, .447
 0.3,  1.3,  1.0, .426, 0.84, .471
 0.3,  1.3,  1.0, 0.42,  1.0, .464
 0.3,  1.3,  1.0, .432, 0.96, .456
 0.3,  1.3,  1.0, .429, 0.96, .466
 0.3,  1.3,  1.0, .425,  1.0, .463
 0.3,  1.3,  1.0, .426, 0.94, .448
 0.3,  1.3,  1.0, .427, 0.96, .474
 0.3,  1.3,  1.0, .432, 0.94, .505
 0.3,  1.3,  1.0, .425, 0.92, .486
 0.3,  1.3,  1.0, .426, 0.94, .467
 0.3,  1.4,  1.0, .426, 0.96, .471
 0.3,  1.4,  1.0, .425, 0.88, .501
 0.3,  1.4,  1.0, .421, 0.88, .453
 0.3,  1.4,  1.0, .426, 0.94, .461
 0.3,  1.4,  1.0, .425, 0.98, .457
 0.3,  1.4,  1.0, .436, 0.96, .472
 0.3,  1.4,  1.0, .427, 0.82, .479
 0.3,  1.4,  1.0, 0.42, 0.92, .484
 0.3,  1.4,  1.0, .428,  0.9, .459
 0.3,  1.4,  1.0, .431, 0.94, .466
 0.3,  1.4,  1.0, .428, 0.92, .474
 0.3,  1.4,  1.0, .431, 0.96, .464
 0.3,  1.4,  1.0, .433, 0.98, .459
 0.3,  1.4,  1.0, .424, 0.96, .454
 0.3,  1.4,  1.0, .418, 0.84, .478
 0.3,  1.4,  1.0, .422, 0.86, .475
 0.3,  1.4,  1.0, .442, 0.92, .454
 0.3,  1.4,  1.0, .429, 0.96, .483
 0.3,  1.4,  1.0, .426, 0.88, .469
 0.3,  1.4,  1.0, .426, 0.94, 0.46
 0.3,  1.4,  1.0, .426, 0.92, .477
 0.3,  1.4,  1.0, .403, .769, .651
 0.3,  1.4,  1.0, .437, 0.88, .487
 0.3,  1.4,  1.0, .432, 0.84, .488
 0.3,  1.4,  1.0, .426, 0.96, .468
 0.3,  1.4,  1.0, .418, 0.98, 0.47
 0.3,  1.4,  1.0, .424, 0.96, 0.48
 0.3,  1.4,  1.0, .429, .919, .455
 0.3,  1.4,  1.0, .423, 0.98, .455
 0.3,  1.4,  1.0, .433,  0.9, .499
 0.3,  1.4,  1.0, .432, 0.92, .441
 0.3,  1.4,  1.0, .428,  0.9, .468
 0.3,  1.4,  1.0, .427, 0.96, .465
 0.3,  1.4,  1.0, .425, 0.92, .479
 0.3,  1.4,  1.0, .425, 0.98, .468
 0.3,  1.4,  1.0, .436, 0.98, .457
 0.3,  1.4,  1.0, .435, 0.94, .455
 0.3,  1.4,  1.0, .434, 0.98, .477
 0.3,  1.4,  1.0, .432, 0.88, 0.47
 0.3,  1.4,  1.0, .422,  0.9, .512
 0.3,  1.4,  1.0, .427, 0.96, 0.49
 0.3,  1.4,  1.0, .424, 0.96, .458
 0.3,  1.4,  1.0, .421, 0.96, .485
 0.3,  1.4,  1.0, .422, 0.98, 0.45
 0.3,  1.4,  1.0, .428, 0.94, .481
 0.3,  1.4,  1.0, .434, 0.92, .448
 0.3,  1.4,  1.0, .423, 0.96, .469
 0.3,  1.4,  1.0, .426, 0.94, .459
 0.3,  1.4,  1.0, 0.43,  0.9, .466
 0.3,  1.4,  1.0, .432, 0.82, .471
 0.3,  1.4,  1.0, .421, 0.94, .452
 0.3,  1.4,  1.0, .418,  0.9, .463
 0.3,  1.4,  1.0, .418,  1.0, .484
 0.3,  1.4,  1.0, .432, 0.78, .458
 0.3,  1.4,  1.0, .431, 0.94, .452
 0.3,  1.4,  1.0, .427, 0.94, 0.49
 0.3,  1.4,  1.0, 0.42, 0.94, .469
 0.3,  1.4,  1.0, .437,  0.9, .466
 0.3,  1.4,  1.0, .434, 0.98, 0.45
 0.3,  1.4,  1.0, .431, 0.94, .484
 0.3,  1.4,  1.0, .438, 0.96, .467
 0.3,  1.4,  1.0, .432, 0.96, .481
 0.3,  1.4,  1.0, .434, 0.88, .487
 0.3,  1.4,  1.0, .424, 0.96, .455
 0.3,  1.4,  1.0, .423, 0.98, .466
 0.3,  1.4,  1.0, .433,  0.9, .487
 0.3,  1.4,  1.0, .429, 0.96, 0.49
 0.3,  1.4,  1.0, 0.43, 0.96, 0.48
 0.3,  1.4,  1.0, .429,  1.0, .448
 0.3,  1.4,  1.0, 0.43, 0.92, .467
 0.3,  1.4,  1.0, .429,  0.9, .469
 0.3,  1.4,  1.0, .432,  1.0, .472
 0.3,  1.4,  1.0, .423, 0.92, .491
 0.3,  1.4,  1.0, .427, 0.98, .481
 0.3,  1.4,  1.0, .425, 0.92, .451
 0.3,  1.4,  1.0, .426, 0.88, .459
 0.3,  1.4,  1.0, .423,  0.9, .474
 0.3,  1.4,  1.0, .428, 0.94, .465
 0.3,  1.4,  1.0, .424,  1.0, .438
 0.3,  1.4,  1.0, .429, 0.94, .457
 0.3,  1.4,  1.0, .431, 0.94, .481
 0.3,  1.4,  1.0, .425, 0.94, .453
 0.3,  1.4,  1.0, .434, 0.92, .457
 0.3,  1.4,  1.0, .422, 0.96, .477
 0.3,  1.4,  1.0, .423,  0.9, 0.45
 0.3,  1.4,  1.0, .428,  0.9, .477
 0.3,  1.4,  1.0, .427, 0.94, .477
 0.3,  1.4,  1.0, .422, 0.98, .475
 0.3,  1.4,  1.0, .431, 0.88, .469
 0.3,  1.4,  1.0, .428, 0.94, .483
 0.3,  1.4,  1.0, .422, 0.98, .464
 0.3,  1.4,  1.0, .429, 0.92, .451
 0.3,  1.4,  1.0, .425, 0.94, .471
 0.3,  1.4,  1.0, .423, 0.88, .503
 0.3,  1.4,  1.0, .424, 0.94, 0.46
 0.3,  1.4,  1.0, .428, 0.96, .482
 0.3,  1.4,  1.0, .429, 0.96, .448
 0.3,  1.4,  1.0, .426, 0.92, .478
 0.3,  1.4,  1.0, .425, 0.94, .467
 0.3,  1.4,  1.0, .425, 0.98, .459
 0.3,  1.5,  1.0, .436, 0.92, .484
 0.3,  1.5,  1.0, 0.43, 0.96, .483
 0.3,  1.5,  1.0, .428, 0.94, .468
 0.3,  1.5,  1.0, .423, 0.98, .478
 0.3,  1.5,  1.0, .423, 0.96, .475
 0.3,  1.5,  1.0, .425, 0.94, .467
 0.3,  1.5,  1.0, .426, 0.92, .463
 0.3,  1.5,  1.0, .431, 0.88, .471
 0.3,  1.5,  1.0, .421, 0.98, 0.48
 0.3,  1.5,  1.0, .422, 0.96, .459
 0.3,  1.5,  1.0, .434,  0.9, .499
 0.3,  1.5,  1.0, .426, 0.96, .436
 0.3,  1.5,  1.0, .429, 0.96, 0.49
 0.3,  1.5,  1.0, .425, 0.94, .505
 0.3,  1.5,  1.0, .426, 0.94, .458
 0.3,  1.5,  1.0, .426,  1.0, .447
 0.3,  1.5,  1.0, .433, 0.82, .505
 0.3,  1.5,  1.0, .425, 0.94, .461
 0.3,  1.5,  1.0, .426, 0.92, .458
 0.3,  1.5,  1.0, .424, 0.96, 0.48
 0.3,  1.5,  1.0, 0.43, 0.98, .452
 0.3,  1.5,  1.0, 0.43, 0.94, .459
 0.3,  1.5,  1.0, .425,  0.9, .477
 0.3,  1.5,  1.0, 0.42, 0.88, .484
 0.3,  1.5,  1.0, .426, 0.98, .457
 0.3,  1.5,  1.0, .429, 0.98, .465
 0.3,  1.5,  1.0, .432, 0.92, .459
 0.3,  1.5,  1.0, .431, 0.92, .458
 0.3,  1.5,  1.0, 0.42, 0.92, .454
 0.3,  1.5,  1.0, .425, 0.94, .476
 0.3,  1.5,  1.0, 0.43, 0.92, .465
 0.3,  1.5,  1.0, .431, 0.98, .451
 0.3,  1.5,  1.0, .418, 0.96, .455
 0.3,  1.5,  1.0, .426, 0.98, .456
 0.3,  1.5, .993, 0.43, 0.96, .473
 0.3,  1.5,  1.0, 0.43, 0.96, .462
 0.3,  1.5,  1.0, .425, 0.96, .488
 0.3,  1.5,  1.0, 0.42, 0.96, .449
 0.3,  1.5,  1.0, .431, 0.94, .452
 0.3,  1.5,  1.0, .428, 0.92, .481
 0.3,  1.5,  1.0, .423, 0.92, .485
 0.3,  1.5,  1.0, 0.43,  0.9, .458
 0.3,  1.5,  1.0, .418,  1.0, .468
 0.3,  1.5,  1.0, .425,  0.9, .454
 0.3,  1.5,  1.0, .427, 0.96, .455
 0.3,  1.5,  1.0, .431, 0.96, .508
 0.3,  1.5,  1.0, .426, 0.96, .457
 0.3,  1.5,  1.0, .424,  1.0, .424
 0.3,  1.5,  1.0, .414, 0.94, 0.48
 0.3,  1.5,  1.0, .426,  0.9, .438
 0.3,  1.5,  1.0, .422, 0.92, .464
 0.3,  1.5,  1.0, .431, 0.94, .499
 0.3,  1.5,  1.0, 0.44, 0.94, .439
 0.3,  1.5,  1.0, .431, 0.94, .469
 0.3,  1.5,  1.0, .431,  0.9, 0.48
 0.3,  1.5,  1.0, .424,  1.0, .448
 0.3,  1.5,  1.0, .432,  0.9, .475
 0.3,  1.5,  1.0, .435,  0.9, .482
 0.3,  1.5,  1.0, .429, 0.82, .494
 0.3,  1.5,  1.0, .425,  0.8, .475
 0.3,  1.5,  1.0, .423, 0.92, .463
 0.3,  1.5,  1.0, .427, 0.92, .493
 0.3,  1.5,  1.0, .423, 0.98, .479
 0.3,  1.5,  1.0, .419,  1.0, .449
 0.3,  1.5,  1.0, .421, 0.92, .485
 0.3,  1.5,  1.0, .435, 0.98, .471
 0.3,  1.5,  1.0, .427,  0.9, .478
 0.3,  1.5,  1.0, .427, 0.92, .459
 0.3,  1.5,  1.0, .418, 0.96, .472
 0.3,  1.5,  1.0, .435, 0.88, .457
 0.3,  1.5,  1.0, .427, 0.86, .471
 0.3,  1.5,  1.0, .428, 0.96, .442
 0.3,  1.5,  1.0, .417, 0.94, .451
 0.3,  1.5,  1.0, .437, 0.94, .467
 0.3,  1.5,  1.0, .423, 0.92, .496
 0.3,  1.5,  1.0, .443,  0.9, .471
 0.3,  1.5,  1.0, .426,  0.9, .484
 0.3,  1.5,  1.0, .427, 0.88, .475
 0.3,  1.5,  1.0, .416, 0.94, .504
 0.3,  1.5,  1.0, .431,  0.9, .493
 0.3,  1.5,  1.0, .431, 0.96, .463
 0.3,  1.5,  1.0, .429, 0.96, .475
 0.3,  1.5,  1.0, .434, 0.96, .495
 0.3,  1.5,  1.0, .424, 0.88, .461
 0.3,  1.5,  1.0, .421, .946, .481
 0.3,  1.5,  1.0, 0.43, 0.92, .463
 0.3,  1.5,  1.0, .429,  0.9, .472
 0.3,  1.5,  1.0, .431, 0.94, .467
 0.3,  1.5,  1.0, .428, 0.92, .478
 0.3,  1.5,  1.0, .422, 0.96, .451
 0.3,  1.5,  1.0, .419,  0.9, .488
 0.3,  1.5,  1.0, .431, 0.92, .488
 0.3,  1.5,  1.0, .426, 0.98, .453
 0.3,  1.5,  1.0, .429, 0.96, .447
 0.3,  1.5,  1.0, .425, 0.96, .448
 0.3,  1.5,  1.0, .437, 0.92, .489
 0.3,  1.5,  1.0, .424, 0.94, .451
 0.3,  1.5,  1.0, .435,  0.9, .463
 0.3,  1.5,  1.0, .436, 0.92, .483
 0.3,  1.5,  1.0, .443, 0.88, .497
 0.4,  0.1,  1.0, .424, 0.82, .497
 0.4,  0.1,  1.0, .417, 0.72, 0.51
 0.4,  0.1,  1.0, .421,  0.7, .529
 0.4,  0.1,  1.0, .422, 0.68, .485
 0.4,  0.1,  1.0, .426, 0.74, 0.51
 0.4,  0.1,  1.0, 0.42, .688, .544
 0.4,  0.1,  1.0, .428,  0.8, .517
 0.4,  0.1,  1.0, .428, 0.72, .517
 0.4,  0.1,  1.0, 0.44,  0.8, 0.52
 0.4,  0.1,  1.0, .425,  0.6, .507
 0.4,  0.1,  1.0, .419, 0.74, .478
 0.4,  0.1,  1.0, .429,  0.8, .515
 0.4,  0.1,  1.0, .432, 0.74, .513
 0.4,  0.1,  1.0, .431, 0.66, .525
 0.4,  0.1,  1.0, .428, 0.72,  0.5
 0.4,  0.1,  1.0, .429, 0.66, .498
 0.4,  0.1,  1.0, .438, 0.58, .501
 0.4,  0.1,  1.0, .431,  0.7, .524
 0.4,  0.1,  1.0, .421, 0.78, .519
 0.4,  0.1,  1.0, .421, 0.64, .496
 0.4,  0.1,  1.0, .429, 0.64, .539
 0.4,  0.1,  1.0, .431, 0.78, .486
 0.4,  0.1,  1.0, .422, 0.78, .521
 0.4,  0.1,  1.0, .426, 0.76, .527
 0.4,  0.1,  1.0, .422,  0.8, .516
 0.4,  0.1,  1.0, 0.43,  0.7, .497
 0.4,  0.1,  1.0, .426, 0.82, .483
 0.4,  0.1,  1.0, .433, 0.74, .479
 0.4,  0.1,  1.0, .425,  0.8, .521
 0.4,  0.1,  1.0, 0.43, 0.72, .483
 0.4,  0.1,  1.0, .427, 0.68, .536
 0.4,  0.1,  1.0, .427,  0.8, .495
 0.4,  0.1,  1.0, .433,  0.7, 0.52
 0.4,  0.1,  1.0, .423, 0.74, .512
 0.4,  0.1,  1.0, .427, 0.72, 0.52
 0.4,  0.1,  1.0, .432,  0.8, .517
 0.4,  0.1,  1.0, .422, 0.72, .515
 0.4,  0.1,  1.0, .428, 0.64, .524
 0.4,  0.1,  1.0, .431, 0.64, .496
 0.4,  0.1,  1.0, .428, 0.62, .518
 0.4,  0.1,  1.0, .424, 0.78, .485
 0.4,  0.1,  1.0, .424, 0.72, .536
 0.4,  0.1,  1.0, .427,  0.6, .557
 0.4,  0.1,  1.0, .417, 0.72, .532
 0.4,  0.1,  1.0, .425, 0.76, 0.52
 0.4,  0.1,  1.0, .432, 0.76, .502
 0.4,  0.1,  1.0, .431, 0.66, .522
 0.4,  0.1,  1.0, .429, 0.64, .521
 0.4,  0.1,  1.0, .421, 0.76, .549
 0.4,  0.1,  1.0, .428, 0.74, .519
 0.4,  0.1,  1.0, .418, 0.72, .498
 0.4,  0.1,  1.0, .424, 0.68, 0.48
 0.4,  0.1,  1.0, .435,  0.7,  0.5
 0.4,  0.1,  1.0, .429, 0.74, .508
 0.4,  0.1,  1.0, .429,  0.7, .511
 0.4,  0.1,  1.0, .418, 0.66, .503
 0.4,  0.1,  1.0, .425, 0.74, .525
 0.4,  0.1,  1.0, 0.42, 0.76, .525
 0.4,  0.1,  1.0, .431,  0.7, .535
 0.4,  0.1,  1.0, .426, 0.54, .528
 0.4,  0.1,  1.0, .426,  0.7, .546
 0.4,  0.1,  1.0, .423, 0.72, .504
 0.4,  0.1,  1.0, .422,  0.7, .504
 0.4,  0.1,  1.0, .425, 0.56, .537
 0.4,  0.1,  1.0, .426, 0.68, .519
 0.4,  0.1,  1.0, .429, 0.68, .526
 0.4,  0.1,  1.0, 0.44, 0.74, .536
 0.4,  0.1,  1.0, .426, 0.74, .517
 0.4,  0.1,  1.0, .426, 0.68, .488
 0.4,  0.1,  1.0, 0.43,  0.7, .564
 0.4,  0.1,  1.0, .431, 0.78, .498
 0.4,  0.1,  1.0, .419, 0.88, .509
 0.4,  0.1,  1.0, .424, 0.86, .495
 0.4,  0.1,  1.0, .425, 0.78, .497
 0.4,  0.1,  1.0, 0.43, 0.52, .532
 0.4,  0.1,  1.0, .424, 0.64, .502
 0.4,  0.1,  1.0, .422, 0.72, .524
 0.4,  0.1,  1.0, .422, 0.72, .468
 0.4,  0.1,  1.0, .429, 0.72, .495
 0.4,  0.1,  1.0, .428, 0.78, .502
 0.4,  0.1,  1.0, .428, 0.66, .535
 0.4,  0.1,  1.0, .421, 0.78, .502
 0.4,  0.1,  1.0, .427,  0.8, .535
 0.4,  0.1,  1.0, 0.43, 0.66, 0.51
 0.4,  0.1,  1.0, .434,  0.7, .502
 0.4,  0.1,  1.0, .424, 0.64, .511
 0.4,  0.1,  1.0, .424, 0.74, .533
 0.4,  0.1,  1.0, .422, 0.82, .518
 0.4,  0.1,  1.0, .435, 0.62, .519
 0.4,  0.1,  1.0, .425,  0.7, .539
 0.4,  0.1,  1.0, .425, 0.76, .507
 0.4,  0.1,  1.0, .431,  0.8, .516
 0.4,  0.1,  1.0, .491,  1.0, .641
 0.4,  0.1,  1.0, .425,  0.8, 0.51
 0.4,  0.1,  1.0, .427, 0.72, .505
 0.4,  0.1,  1.0, .426, 0.76, .526
 0.4,  0.1,  1.0, 0.42,  0.7, .549
 0.4,  0.1,  1.0, .427,  0.7, .482
 0.4,  0.1,  1.0, .424,  0.8, .509
 0.4,  0.1,  1.0, .431, 0.76, .558
 0.4,  0.2,  1.0, .427, 0.92, .512
 0.4,  0.2,  1.0, .424, 0.78, .525
 0.4,  0.2,  1.0, .427,  0.7, .497
 0.4,  0.2,  1.0, 0.43, 0.66, .521
 0.4,  0.2,  1.0, .432, 0.86, .537
 0.4,  0.2,  1.0, .428, 0.74, .545
 0.4,  0.2,  1.0, 0.44, 0.76, .507
 0.4,  0.2,  1.0, .425, 0.74, .521
 0.4,  0.2,  1.0, 0.42, 0.68, 0.54
 0.4,  0.2,  1.0, .424, 0.78, .511
 0.4,  0.2,  1.0, .429, 0.76, .545
 0.4,  0.2,  1.0, .424, 0.68, .512
 0.4,  0.2,  1.0, .425,  0.8, .504
 0.4,  0.2,  1.0, .429, 0.76, .506
 0.4,  0.2,  1.0, .419, 0.66, .516
 0.4,  0.2,  1.0, .418, 0.68, .507
 0.4,  0.2,  1.0, .422, 0.68, .516
 0.4,  0.2,  1.0, .427, 0.72, .556
 0.4,  0.2,  1.0, .418, 0.84, .524
 0.4,  0.2,  1.0, .427, 0.86, .561
 0.4,  0.2,  1.0, .424, 0.68, .508
 0.4,  0.2,  1.0, .427,  0.8, .506
 0.4,  0.2,  1.0, .422, 0.72, .485
 0.4,  0.2,  1.0, .427, 0.74, 0.53
 0.4,  0.2,  1.0, .423,  0.8, .517
 0.4,  0.2,  1.0, .432, 0.64, .526
 0.4,  0.2,  1.0, .422, 0.76, .504
 0.4,  0.2,  1.0, .435, 0.88, .514
 0.4,  0.2,  1.0, .426, 0.78, 0.52
 0.4,  0.2,  1.0, 0.43, 0.76, .532
 0.4,  0.2,  1.0, .435, 0.74, .503
 0.4,  0.2,  1.0, 0.43, 0.74, .518
 0.4,  0.2,  1.0, .423, 0.76, .479
