D1, D2, Con/ACC, Con/RT, In/ACC, In/RT
 0.1,  0.1,  1.0, 0.43,  0.7, .488
 0.1,  0.1,  1.0, 0.42,  0.8, 0.52
 0.1,  0.1,  1.0, .433, 0.74, .505
 0.1,  0.1,  1.0, .428,  0.7, .544
 0.1,  0.1,  1.0, .434, 0.86, .473
 0.1,  0.1,  1.0, 0.43, 0.84, .499
 0.1,  0.1,  1.0, .421, 0.74, 0.51
 0.1,  0.1,  1.0, .426,  0.7, .533
 0.1,  0.1,  1.0, .426,  0.7, .569
 0.1,  0.1,  1.0, .428, 0.74, .518
 0.1,  0.1,  1.0, .432, 0.86, .522
 0.1,  0.1,  1.0, 0.43,  0.7, .516
 0.1,  0.1,  1.0, .428, 0.82, .532
 0.1,  0.1,  1.0, 0.42,  0.7, .541
 0.1,  0.1,  1.0, .423, 0.66, .544
 0.1,  0.1,  1.0, .423, 0.74, .486
 0.1,  0.1,  1.0, .421, 0.66, .487
 0.1,  0.1,  1.0, .424, 0.66, .528
 0.1,  0.1,  1.0, .428,  0.8, .558
 0.1,  0.1,  1.0, .424, 0.86, .518
 0.1,  0.1,  1.0, .426, 0.74, .534
 0.1,  0.1,  1.0, 0.43, 0.64, .516
 0.1,  0.1,  1.0, .436, 0.66, .511
 0.1,  0.1,  1.0, .431, 0.68, .533
 0.1,  0.1,  1.0, .436,  0.7, .513
 0.1,  0.1,  1.0, .432,  0.7, .534
 0.1,  0.1,  1.0, .423, 0.76, 0.49
 0.1,  0.1,  1.0, .423,  0.7, .545
 0.1,  0.1,  1.0, 0.42, 0.74, .529
 0.1,  0.1,  1.0, 0.42, 0.64, .527
 0.1,  0.1,  1.0, .429, 0.72, .487
 0.1,  0.1,  1.0, .426, 0.78, .498
 0.1,  0.1,  1.0, .424, 0.64, .472
 0.1,  0.1,  1.0, .421, 0.78, .513
 0.1,  0.1,  1.0, .427,  0.7, .517
 0.1,  0.1,  1.0, .432, 0.66, .511
 0.1,  0.1,  1.0, .427, 0.74, .494
 0.1,  0.1,  1.0, .423, 0.76, .512
 0.1,  0.1,  1.0, 0.42, 0.76, .546
 0.1,  0.1,  1.0, .425, 0.66, .508
 0.1,  0.1,  1.0, .425, 0.76, .513
 0.1,  0.1,  1.0, .425, 0.72, .534
 0.1,  0.1,  1.0, .415, 0.72, .516
 0.1,  0.1,  1.0, .424,  0.7, .516
 0.1,  0.1,  1.0, .422, 0.84, .491
 0.1,  0.1,  1.0, .434, 0.62, .521
 0.1,  0.1,  1.0, .422, 0.74, .499
 0.1,  0.1,  1.0, .425, 0.62, .543
 0.1,  0.1,  1.0, .422, 0.84, .499
 0.1,  0.1,  1.0, .423, 0.84, 0.51
 0.1,  0.1,  1.0, 0.42, 0.68, .514
 0.1,  0.1,  1.0, 0.42, 0.68, .498
 0.1,  0.1,  1.0, .429, 0.72, .506
 0.1,  0.1,  1.0, .425, 0.76, .548
 0.1,  0.1,  1.0, .426, 0.74, .524
 0.1,  0.1,  1.0, .427, 0.66, .532
 0.1,  0.1,  1.0, .431, 0.74, .522
 0.1,  0.1,  1.0, 0.42,  0.7, .525
 0.1,  0.1,  1.0, .431, 0.86, .524
 0.1,  0.1,  1.0, .429, 0.76, .521
 0.1,  0.1,  1.0, .411, 0.76, .519
 0.1,  0.1,  1.0, .423, 0.68, .524
 0.1,  0.1,  1.0, .424, 0.76, .516
 0.1,  0.1,  1.0, .422,  0.8, .523
 0.1,  0.1,  1.0, 0.43, 0.64, 0.48
 0.1,  0.1,  1.0, .428, 0.72, .498
 0.1,  0.1,  1.0, .434, 0.82, .532
 0.1,  0.1,  1.0, .425, 0.68, .532
 0.1,  0.1,  1.0, .413, 0.72, .484
 0.1,  0.1,  1.0, .425,  0.8, .497
 0.1,  0.1,  1.0, .421, 0.74, .495
 0.1,  0.1,  1.0, .427, 0.68, .513
 0.1,  0.1,  1.0, .432, 0.78, 0.52
 0.1,  0.1,  1.0, .432, 0.66, .507
 0.1,  0.1,  1.0, .427, 0.88, .518
 0.1,  0.1,  1.0, .418, 0.78, .507
 0.1,  0.1,  1.0, .426, 0.72, .504
 0.1,  0.1,  1.0, 0.43, 0.78, .471
 0.1,  0.1,  1.0, 0.43,  0.7, .499
 0.1,  0.1,  1.0, .423, 0.78, .509
 0.1,  0.1,  1.0, .431, 0.82, .553
 0.1,  0.1,  1.0, .425, 0.66, 0.54
 0.1,  0.1,  1.0, .422, 0.76, .522
 0.1,  0.1,  1.0, .424, 0.72, .525
 0.1,  0.1,  1.0, .433,  0.7, .484
 0.1,  0.1,  1.0, .423, 0.66, .511
 0.1,  0.1,  1.0, .427, 0.68, .506
 0.1,  0.1,  1.0, .427, 0.76, .525
 0.1,  0.1,  1.0, .434, 0.78, .543
 0.1,  0.1,  1.0, .431, 0.76, .492
 0.1,  0.1,  1.0, .423,  0.8, .556
 0.1,  0.1,  1.0, .427, 0.72, .514
 0.1,  0.1,  1.0, .418, 0.82, .516
 0.1,  0.1,  1.0, .422,  0.7, .532
 0.1,  0.1,  1.0, .431, 0.74, 0.53
 0.1,  0.1,  1.0, .429, 0.86, 0.49
 0.1,  0.1,  1.0, .431, 0.56, .533
 0.1,  0.1,  1.0, .425, 0.84, .527
 0.1,  0.1,  1.0, .427, 0.82, .523
 0.1,  0.1,  1.0, .419, 0.72, .544
 0.1,  0.1,  1.0, .418,  0.7, .541
 0.1,  0.1,  1.0, .422, 0.74, .538
 0.1,  0.1,  1.0, 0.43,  0.8, .494
 0.1,  0.1,  1.0, .421, 0.78, .512
 0.1,  0.1,  1.0, .426,  0.7, .529
 0.1,  0.1,  1.0, .428, 0.82, .525
 0.1,  0.1,  1.0, .426,  0.8, .534
 0.1,  0.1,  1.0, .429, 0.78, .519
 0.1,  0.1,  1.0, .424, 0.78, .527
 0.1,  0.1,  1.0, .429, 0.78, .516
 0.1,  0.1,  1.0, .427, 0.68, .467
 0.1,  0.1,  1.0, .428, 0.62, .507
 0.1,  0.1,  1.0, .431, 0.88, .499
 0.1,  0.1,  1.0, .425, 0.66, .527
 0.1,  0.1,  1.0, .422, 0.88, .517
 0.1,  0.1,  1.0, .427, 0.68, .512
 0.1,  0.1,  1.0, .415, 0.66, .511
 0.1,  0.1,  1.0, .438, 0.74, .516
 0.1,  0.1,  1.0, .425, 0.76, .532
 0.1,  0.1,  1.0, .434,  0.7, .495
 0.1,  0.1,  1.0, .428,  0.7, .481
 0.1,  0.1,  1.0, .427,  0.6, .542
 0.1,  0.1,  1.0, .426, 0.78, .498
 0.1,  0.1,  1.0, .427, 0.76, 0.54
 0.1,  0.1,  1.0, .416,  0.7, .509
 0.1,  0.1,  1.0, .421,  0.7, .544
 0.1,  0.1,  1.0, .435, 0.76, .507
 0.1,  0.1,  1.0, 0.42, 0.82, .501
 0.1,  0.1,  1.0, .423, .806, 0.46
 0.1,  0.1,  1.0, .424, 0.84, .539
 0.1,  0.1,  1.0, .426,  0.7, .509
 0.1,  0.1,  1.0, .426,  0.7, .505
 0.1,  0.1,  1.0, .427, 0.72, .525
 0.1,  0.1,  1.0, .422, 0.76, 0.51
 0.1,  0.1,  1.0, .425, 0.76, .528
 0.1,  0.1,  1.0, .429, 0.66, .517
 0.1,  0.1,  1.0, .424, 0.76, .501
 0.1,  0.1,  1.0, .426, 0.68, 0.52
 0.1,  0.1,  1.0, .429, 0.72, .486
 0.1,  0.1,  1.0, .424,  0.6, .527
 0.1,  0.1,  1.0, .425, 0.86, .507
 0.1,  0.1,  1.0, .432, 0.72, .538
 0.1,  0.1,  1.0, .418, 0.74, .514
 0.1,  0.1,  1.0, .427,  0.8, .534
 0.1,  0.1,  1.0, .431, 0.76, .488
 0.1,  0.1,  1.0, .426, 0.68, .519
 0.1,  0.1,  1.0, 0.43, 0.84, 0.51
 0.1,  0.1,  1.0, .423,  0.7, .508
 0.1,  0.1,  1.0, .424, 0.58, 0.48
 0.1,  0.1,  1.0, 0.43, 0.64, .502
 0.1,  0.1,  1.0, .428, 0.72, .513
 0.1,  0.1,  1.0, .429,  0.7, .505
 0.1,  0.1,  1.0, .431, 0.78, .519
 0.1,  0.1,  1.0, .423, 0.68, .538
 0.1,  0.1,  1.0, .425, 0.84, .489
 0.1,  0.1,  1.0, .432, 0.78, .479
 0.1,  0.1,  1.0, .431, 0.64, .508
 0.1,  0.1,  1.0, .421,  0.7, .507
 0.1,  0.1,  1.0, .421, 0.76, .522
 0.1,  0.1,  1.0, .421, 0.84, .486
 0.1,  0.1,  1.0, .428, 0.68, .517
 0.1,  0.1,  1.0, .436,  0.7, .495
 0.1,  0.1,  1.0, .421, 0.88, .514
 0.1,  0.1,  1.0, .427, 0.78, 0.48
 0.1,  0.1,  1.0, .435,  0.7, .511
 0.1,  0.1,  1.0, .433, 0.72, .509
 0.1,  0.1,  1.0, .432,  0.8, .492
 0.1,  0.1,  1.0, 0.43,  0.6, .526
 0.1,  0.1,  1.0, .411, 0.84, .485
 0.1,  0.1,  1.0, .429, 0.66, .489
 0.1,  0.1,  1.0, .421, 0.78, .495
 0.1,  0.1,  1.0, .413, 0.76, .508
 0.1,  0.1,  1.0, .425, 0.66, .504
 0.1,  0.1,  1.0, .426, 0.82, .511
 0.1,  0.1,  1.0, .424, 0.72, .499
 0.1,  0.1,  1.0, .426, 0.86, 0.51
 0.1,  0.1,  1.0, .429, 0.74, .488
 0.1,  0.1,  1.0, .423, 0.66,  0.5
 0.1,  0.1,  1.0, .427, 0.78, 0.51
 0.1,  0.1,  1.0, .419, 0.68, .512
 0.1,  0.1,  1.0, .423, 0.84, .548
 0.1,  0.1,  1.0, .432, 0.74, .513
 0.1,  0.1,  1.0, .426, 0.78, .487
 0.1,  0.1,  1.0, .419, 0.78, 0.52
 0.1,  0.1,  1.0, .423, 0.76, .545
 0.1,  0.1,  1.0, .423, 0.66, .543
 0.1,  0.1,  1.0, .422,  0.7, .512
 0.1,  0.1,  1.0, .426, 0.82, 0.51
 0.1,  0.1,  1.0, .422, 0.86, .484
 0.1,  0.1,  1.0, .427,  0.7, .521
 0.1,  0.1,  1.0, .422, 0.66, .528
 0.1,  0.1,  1.0, .431, 0.76, .496
 0.1,  0.1,  1.0, .425,  0.7, .531
 0.1,  0.1,  1.0, 0.43, 0.76, 0.51
 0.1,  0.1,  1.0, .427, 0.62, .512
 0.1,  0.1,  1.0, .422, 0.74, .493
 0.1,  0.1,  1.0, .428, 0.78, .523
 0.1,  0.1,  1.0, .422,  0.8, .557
 0.1,  0.1,  1.0, .423, 0.68, .504
 0.1,  0.1,  1.0, .428, 0.78, .516
 0.1,  0.1,  1.0, .419,  0.8, .526
 0.1,  0.1,  1.0, .425, 0.76, .514
 0.1,  0.1,  1.0, .431, 0.72, .501
 0.1,  0.1,  1.0, .424, 0.76, 0.51
 0.1,  0.1,  1.0, .426, 0.68, .534
 0.1,  0.1,  1.0, .428, 0.66, .506
 0.1,  0.1,  1.0, .424, 0.74, .532
 0.1,  0.1,  1.0, .421, 0.76, .537
 0.1,  0.1,  1.0, 0.42, 0.76, .538
 0.1,  0.1,  1.0, .422, 0.78, .483
 0.1,  0.1,  1.0, .417,  0.7, .554
 0.1,  0.1,  1.0, .422, 0.66, .513
 0.1,  0.1,  1.0, .426, 0.74, .513
 0.1,  0.1,  1.0, .427, 0.76, .499
 0.1,  0.1,  1.0, .428,  0.8, .571
 0.1,  0.1,  1.0, 0.43, 0.76, .501
 0.1,  0.1,  1.0, .417,  0.8, 0.51
 0.1,  0.1,  1.0, .419,  0.8, 0.48
 0.1,  0.1,  1.0, .424, 0.72, .489
 0.1,  0.1,  1.0, .434, 0.74, .544
 0.1,  0.1,  1.0, .426,  0.9, .517
 0.1,  0.1,  1.0, .427, 0.78, .502
 0.1,  0.1,  1.0, .424, 0.88, .513
 0.1,  0.1,  1.0, .423, 0.84, .514
 0.1,  0.1,  1.0, .428, 0.78, .508
 0.1,  0.1,  1.0, 0.43, 0.76, .507
 0.1,  0.1,  1.0, .429,  0.7, .548
 0.1,  0.1,  1.0, .432, 0.68, .499
 0.1,  0.1,  1.0, .415, 0.74, .514
 0.1,  0.1,  1.0, .427, 0.74, .526
 0.1,  0.1,  1.0, .428, 0.74, .505
 0.1,  0.1,  1.0, .419, 0.69, .563
 0.1,  0.1,  1.0, .426, 0.58, .494
 0.1,  0.1,  1.0, 0.43, 0.76, .517
 0.1,  0.1,  1.0, .426, 0.72, .554
 0.1,  0.1,  1.0, 0.42, 0.66, .561
 0.1,  0.1,  1.0, .424, 0.68, .514
 0.1,  0.1,  1.0, .428,  0.7, .521
 0.1,  0.1,  1.0, .424, 0.74, .503
 0.1,  0.1,  1.0, .424, 0.74, .489
 0.1,  0.1,  1.0, .425, 0.74, .501
 0.1,  0.1,  1.0, .427, 0.72, .536
 0.1,  0.1,  1.0, .422, 0.74, .525
 0.1,  0.1,  1.0, .421, 0.84, 0.52
 0.1,  0.1,  1.0, .425, 0.78, .532
 0.1,  0.1,  1.0, 0.43, 0.72, .547
 0.1,  0.1,  1.0, .429, 0.64, .538
 0.1,  0.1,  1.0, .422, 0.76, .502
 0.1,  0.1,  1.0, .427, 0.78, .499
 0.1,  0.1,  1.0, .435, 0.72, .491
 0.1,  0.2,  1.0, 0.43, 0.78, .509
 0.1,  0.2,  1.0, .426, 0.76, .494
 0.1,  0.2,  1.0, .417,  0.7, .496
 0.1,  0.2,  1.0, .426,  0.7, .478
 0.1,  0.2,  1.0, 0.42, 0.78, .538
 0.1,  0.2,  1.0, .428,  0.8, .511
 0.1,  0.2,  1.0, .421,  0.6, .545
 0.1,  0.2,  1.0, .419, 0.84, .519
 0.1,  0.2,  1.0, .421, 0.74, .528
 0.1,  0.2,  1.0, .425, 0.72, 0.53
 0.1,  0.2,  1.0, 0.42, 0.72, .504
 0.1,  0.2,  1.0, .427,  0.7, .518
 0.1,  0.2,  1.0, .425, 0.84, .519
 0.1,  0.2,  1.0, .427,  0.8, .505
 0.1,  0.2,  1.0, .419, 0.78, .527
 0.1,  0.2,  1.0, .428, 0.76, .499
 0.1,  0.2,  1.0, .419, 0.68, .512
 0.1,  0.2,  1.0, .417, 0.74, .531
 0.1,  0.2,  1.0, .428,  0.6, .533
 0.1,  0.2,  1.0, .432, 0.74, .523
 0.1,  0.2,  1.0, .424, 0.84, .508
 0.1,  0.2,  1.0, .422, 0.78, .488
 0.1,  0.2,  1.0, .416, 0.76, 0.54
 0.1,  0.2,  1.0, .424, 0.76, 0.52
 0.1,  0.2,  1.0, .434, 0.74, .525
 0.1,  0.2,  1.0, .422, 0.66, 0.49
 0.1,  0.2,  1.0, .431, 0.74, .495
 0.1,  0.2,  1.0, .431, 0.66, .504
 0.1,  0.2,  1.0, .422, 0.78, .512
 0.1,  0.2,  1.0, .427, 0.62, .538
 0.1,  0.2,  1.0, .425,  0.7, .516
 0.1,  0.2,  1.0, .424, 0.64, .504
 0.1,  0.2,  1.0, .428, 0.74, .507
 0.1,  0.2,  1.0, .428, 0.72, 0.48
 0.1,  0.2,  1.0, .424, 0.78, .498
 0.1,  0.2,  1.0, .434, 0.68, .501
 0.1,  0.2,  1.0, .429,  0.7, .562
 0.1,  0.2,  1.0, .427, 0.74, .501
 0.1,  0.2,  1.0, .418, 0.76, .549
 0.1,  0.2,  1.0, .428, 0.72, .502
 0.1,  0.2,  1.0, .411, 0.82, 0.52
 0.1,  0.2,  1.0, 0.43, 0.74, .519
 0.1,  0.2,  1.0, .434, 0.86, .534
 0.1,  0.2,  1.0, .423, 0.76, .514
 0.1,  0.2,  1.0, .426, 0.74, .522
 0.1,  0.2,  1.0, .425, 0.72, .509
 0.1,  0.2,  1.0, .425,  0.8, .541
 0.1,  0.2,  1.0, .415, 0.78, .494
 0.1,  0.2,  1.0, 0.43,  0.6, .513
 0.1,  0.2,  1.0, .422, 0.82, .531
 0.1,  0.2,  1.0, .423, 0.84, .517
 0.1,  0.2,  1.0, .426,  0.8, .523
 0.1,  0.2,  1.0, .429, 0.78, .505
 0.1,  0.2,  1.0, .427,  0.7, .478
 0.1,  0.2,  1.0, .417, 0.68, 0.47
 0.1,  0.2,  1.0, .418, 0.64, .541
 0.1,  0.2,  1.0, .429, 0.78, .532
 0.1,  0.2,  1.0, .419, 0.94, .512
 0.1,  0.2,  1.0, .425, 0.86,  0.5
 0.1,  0.2,  1.0, 0.42,  0.7, .529
 0.1,  0.2,  1.0, .421, 0.72, .563
 0.1,  0.2,  1.0, .432, 0.74, .484
 0.1,  0.2,  1.0, .431, 0.86, .488
 0.1,  0.2,  1.0, .431, 0.62, .534
 0.1,  0.2,  1.0, .428, 0.76, .493
 0.1,  0.2,  1.0, 0.42, 0.76, .526
 0.1,  0.2,  1.0, .419,  0.6, .507
 0.1,  0.2,  1.0, .421,  0.8, .537
 0.1,  0.2,  1.0, .432, 0.82, .494
 0.1,  0.2,  1.0, .422, 0.76, .509
 0.1,  0.2,  1.0, .423,  0.8, 0.51
 0.1,  0.2,  1.0, .413, 0.78, .501
 0.1,  0.2,  1.0, .422, 0.64, .521
 0.1,  0.2,  1.0, 0.43, 0.72, .536
 0.1,  0.2,  1.0, .422, 0.62, .509
 0.1,  0.2,  1.0, .427, 0.66, .518
 0.1,  0.2,  1.0, 0.43, 0.78, .497
 0.1,  0.2,  1.0, 0.42,  0.7, .539
 0.1,  0.2,  1.0, .417, .886, .513
 0.1,  0.2,  1.0, 0.42,  0.8, .504
 0.1,  0.2,  1.0, .425, 0.66, .528
 0.1,  0.2,  1.0, .435, 0.74, .527
 0.1,  0.2,  1.0, .423, 0.78, .503
 0.1,  0.2,  1.0, .425,  0.8, .519
 0.1,  0.2,  1.0, .425, 0.74, .493
 0.1,  0.2,  1.0, .425, 0.64, 0.53
 0.1,  0.2,  1.0, .434, 0.82, .482
 0.1,  0.2,  1.0, .435,  0.8, .528
 0.1,  0.2,  1.0, .429,  0.7, .496
 0.1,  0.2,  1.0, 0.41, 0.68, .545
 0.1,  0.2,  1.0, .431, 0.64, .524
 0.1,  0.2,  1.0, .428,  0.7, .506
 0.1,  0.2,  1.0, .431, 0.66, .531
 0.1,  0.2,  1.0, .428, 0.78, .533
 0.1,  0.2,  1.0, .418, 0.74, .501
 0.1,  0.2,  1.0, .417,  0.7, .515
 0.1,  0.2,  1.0, .419, 0.78, .487
 0.1,  0.2,  1.0, .431, 0.74, .515
 0.1,  0.2,  1.0, .425, 0.86, .486
 0.1,  0.2,  1.0, .426, 0.66, 0.54
 0.1,  0.2,  1.0, .434, 0.74, .517
 0.1,  0.2,  1.0, .421, 0.68, .525
 0.1,  0.2,  1.0, .423, 0.74, .547
 0.1,  0.2,  1.0, .427,  0.7, .522
 0.1,  0.2,  1.0, .426, 0.76, .509
 0.1,  0.2,  1.0, 0.43,  0.8, .501
 0.1,  0.2,  1.0, 0.43, 0.84, .511
 0.1,  0.2,  1.0, 0.43, 0.76, .501
 0.1,  0.2,  1.0, 0.43, 0.56, .527
 0.1,  0.2,  1.0, .429, 0.66, .492
 0.1,  0.2,  1.0, .425, 0.76, .542
 0.1,  0.2,  1.0, .434, 0.74, .506
 0.1,  0.2,  1.0, .431,  0.8, .518
 0.1,  0.2,  1.0, 0.43, 0.84, .533
 0.1,  0.2,  1.0, .418, 0.82, .528
 0.1,  0.2,  1.0, .423, 0.78, .495
 0.1,  0.2,  1.0, .422, 0.74, .534
 0.1,  0.2,  1.0, 0.43, 0.76, .499
 0.1,  0.2,  1.0, .426, 0.76, .515
 0.1,  0.2,  1.0, .431, 0.76, .515
 0.1,  0.2,  1.0, 0.42, 0.78, .477
 0.1,  0.2,  1.0, .434, 0.78, .536
 0.1,  0.2,  1.0, .421,  0.7, .501
 0.1,  0.2,  1.0, 0.43, 0.66, 0.51
 0.1,  0.2,  1.0, .427, 0.78, .525
 0.1,  0.2,  1.0, .436, 0.64, .522
 0.1,  0.2,  1.0, .422, 0.76, .502
 0.1,  0.2,  1.0, .425, 0.76, .514
 0.1,  0.2,  1.0, .425,  0.7, .536
 0.1,  0.2,  1.0, .433, 0.74,  0.5
 0.1,  0.2,  1.0, .424,  0.7, 0.56
 0.1,  0.2,  1.0, .417, 0.74, 0.52
 0.1,  0.2,  1.0, .426, 0.68, .485
 0.1,  0.2,  1.0, .431, 0.82, .481
 0.1,  0.2,  1.0, .428, 0.74, .509
 0.1,  0.2,  1.0, .429, 0.66, .489
 0.1,  0.2,  1.0, .422,  0.6, .519
 0.1,  0.2,  1.0, .424,  0.7, .521
 0.1,  0.2,  1.0, .424, 0.62, .528
 0.1,  0.2,  1.0, .422, 0.72, .494
 0.1,  0.2,  1.0, .427, 0.78, .541
 0.1,  0.2,  1.0, .417, 0.62, .514
 0.1,  0.2,  1.0, .425, 0.64, .572
 0.1,  0.2,  1.0, 0.43, 0.68, .516
 0.1,  0.2,  1.0, .425, 0.64, .528
 0.1,  0.2,  1.0, .427, 0.74,  0.5
 0.1,  0.2,  1.0, .434, 0.66, .521
 0.1,  0.2,  1.0, .426, 0.84, .498
 0.1,  0.2,  1.0, .428, 0.72, .562
 0.1,  0.2,  1.0, .422, 0.76, .559
 0.1,  0.2,  1.0, .426, 0.72, .478
 0.1,  0.2,  1.0, .416,  0.8, .528
 0.1,  0.2,  1.0, .426, 0.78, .486
 0.1,  0.2,  1.0, .426, 0.72, .505
 0.1,  0.2,  1.0, .417, 0.72, .504
 0.1,  0.2,  1.0, .433, 0.68, 0.51
 0.1,  0.2,  1.0, .433, 0.84, .498
 0.1,  0.2,  1.0, .427, 0.62, .509
 0.1,  0.2,  1.0, 0.43, 0.76, .496
 0.1,  0.2,  1.0, .425, 0.68, .501
 0.1,  0.2,  1.0, .437, 0.74, .521
 0.1,  0.2,  1.0, .431, 0.64, .512
 0.1,  0.2,  1.0, .424, 0.72, .521
 0.1,  0.2,  1.0, .434, 0.68, .508
 0.1,  0.2,  1.0, .424, 0.74, .468
 0.1,  0.2,  1.0, .429, 0.72, .503
 0.1,  0.2,  1.0, .429, 0.74, .513
 0.1,  0.2,  1.0, .436, 0.74, .525
 0.1,  0.2,  1.0, .426, 0.76, .505
 0.1,  0.2,  1.0, .429, 0.72, .516
 0.1,  0.2,  1.0, .423, 0.84, 0.52
 0.1,  0.2,  1.0, .415, 0.72, 0.53
 0.1,  0.2,  1.0, .428, 0.78, .492
 0.1,  0.2,  1.0, .425, 0.82, .518
 0.1,  0.2,  1.0, .431, 0.68, .511
 0.1,  0.2,  1.0, .427, .707, .506
 0.1,  0.2,  1.0, .422,  0.7, .496
 0.1,  0.2,  1.0, .423,  0.8, .499
 0.1,  0.2,  1.0, .428, 0.86, .518
 0.1,  0.2,  1.0, .424,  0.8, .501
 0.1,  0.2,  1.0, .419, 0.74, .508
 0.1,  0.2,  1.0, .427, 0.74, .554
 0.1,  0.2,  1.0, .435, 0.88, .492
 0.1,  0.2,  1.0, .425, 0.72, .501
 0.1,  0.2,  1.0, .424, 0.72, 0.51
 0.1,  0.2,  1.0, .425, 0.76, .488
 0.1,  0.2,  1.0, .418, 0.82, .521
 0.1,  0.2,  1.0, .445, .647, .523
 0.1,  0.2,  1.0, .418, 0.72, .543
 0.1,  0.2,  1.0, .429, 0.82, .527
 0.1,  0.2,  1.0, .423, 0.68, .515
 0.1,  0.2,  1.0, .419, 0.68, .522
 0.1,  0.2,  1.0, .427,  0.7, .516
 0.1,  0.2,  1.0, .423, 0.74, .473
 0.1,  0.2,  1.0, .426, 0.82, .489
 0.1,  0.2,  1.0, .425, 0.74, .528
 0.1,  0.2,  1.0, .424,  0.7, .527
 0.1,  0.2,  1.0, .423, 0.78, .555
 0.1,  0.2,  1.0, 0.43,  0.8, .513
 0.1,  0.2,  1.0, 0.43, 0.82, .499
 0.1,  0.2,  1.0, .422,  0.7, .503
 0.1,  0.2,  1.0, .429, 0.64, .531
 0.1,  0.2,  1.0, 0.43, .714, .539
 0.1,  0.2,  1.0, .423,  0.7, .524
 0.1,  0.2,  1.0, .436, 0.76, 0.51
 0.1,  0.2,  1.0, .421, 0.78, .539
 0.1,  0.2,  1.0, .426, 0.84, .502
 0.1,  0.2,  1.0, .439, 0.76, .532
 0.1,  0.2,  1.0, .437,  0.8, .496
 0.1,  0.2,  1.0, .429, 0.78, .525
 0.1,  0.2,  1.0, .426,  0.6, 0.52
 0.1,  0.2,  1.0, 0.43, 0.78, 0.47
 0.1,  0.2,  1.0, .429, 0.62, .499
 0.1,  0.2,  1.0, 0.42, 0.76, .517
 0.1,  0.2,  1.0, .434, 0.74, .485
 0.1,  0.2,  1.0, .423, 0.68, 0.53
 0.1,  0.2,  1.0, .421, 0.74, .505
 0.1,  0.2,  1.0, 0.43, 0.72, .537
 0.1,  0.2,  1.0, .437, 0.76, .496
 0.1,  0.2,  1.0, 0.42,  0.7, .525
 0.1,  0.2,  1.0, .435, 0.68, .524
 0.1,  0.2,  1.0, .428, 0.76, .532
 0.1,  0.2,  1.0, .418,  0.6, .526
 0.1,  0.2,  1.0, .427, 0.74, .521
 0.1,  0.2,  1.0, .424, 0.68, .503
 0.1,  0.2,  1.0, .422, 0.78, 0.52
 0.1,  0.2,  1.0, .423, 0.76, .519
 0.1,  0.2,  1.0, .425, 0.74, .524
 0.1,  0.2,  1.0, .435, 0.84, .506
 0.1,  0.2,  1.0, .424, 0.76, .522
 0.1,  0.2,  1.0, 0.42, 0.66, .538
 0.1,  0.2,  1.0, .428,  0.9, .481
 0.1,  0.2,  1.0, .425, 0.56, 0.52
 0.1,  0.2,  1.0, .426, 0.84, .481
 0.1,  0.2,  1.0, 0.43, 0.74, .522
 0.1,  0.2,  1.0, .421,  0.7, .517
 0.1,  0.2,  1.0, .423, 0.66, .492
 0.1,  0.2,  1.0, 0.43, 0.82, .514
 0.1,  0.2,  1.0, .426, 0.74, .479
 0.1,  0.2,  1.0, .428, 0.62, .511
 0.1,  0.2,  1.0, .425, 0.78, .494
 0.1,  0.2,  1.0, .427,  0.8, 0.52
 0.1,  0.2,  1.0, .427, 0.72, .491
 0.1,  0.2,  1.0, 0.42, 0.68, .532
 0.1,  0.2,  1.0, .426, 0.74, .513
 0.1,  0.2,  1.0, .436, 0.78, 0.52
 0.1,  0.2,  1.0, .419, 0.72, .476
 0.1,  0.2,  1.0, 0.42,  0.8, 0.51
 0.1,  0.2,  1.0, .421, 0.78, .509
 0.1,  0.2,  1.0, .432, 0.84, .501
 0.1,  0.3,  1.0, .426, 0.74, 0.52
 0.1,  0.3,  1.0, .421,  0.8, .517
 0.1,  0.3,  1.0, .424,  0.8, 0.52
 0.1,  0.3,  1.0, .422, 0.76, .471
 0.1,  0.3,  1.0, .431, 0.84,  0.5
 0.1,  0.3,  1.0, .425, 0.74, .539
 0.1,  0.3,  1.0, .431, 0.62, .512
 0.1,  0.3,  1.0, .434, 0.74, .483
 0.1,  0.3,  1.0, .424, 0.78, 0.51
 0.1,  0.3,  1.0, .423,  0.8, .497
 0.1,  0.3,  1.0, .424, 0.68, .484
 0.1,  0.3,  1.0, .434,  0.8, 0.49
 0.1,  0.3,  1.0, .426, 0.78, 0.52
 0.1,  0.3,  1.0, .431,  0.8, .512
 0.1,  0.3,  1.0, .426, 0.78, .544
 0.1,  0.3,  1.0, .425, 0.88, .505
 0.1,  0.3,  1.0, .422,  0.8, .526
 0.1,  0.3,  1.0, 0.44, 0.66, .513
 0.1,  0.3,  1.0, .427, 0.64, .495
 0.1,  0.3,  1.0, .424, 0.64, .488
 0.1,  0.3,  1.0, .422, 0.78, .491
 0.1,  0.3,  1.0, .426, 0.66, 0.53
 0.1,  0.3,  1.0, .428, 0.72, .522
 0.1,  0.3,  1.0, .424, 0.74, .515
 0.1,  0.3,  1.0, .421, 0.78,  0.5
 0.1,  0.3,  1.0, .423, 0.76, .509
 0.1,  0.3,  1.0, .431, 0.78, .503
 0.1,  0.3,  1.0, .424, 0.72, .521
