 0.4,  0.5,  0.0,  0.2,  1.0,  0.5,  1.0,  1.0, .487, .942, .523, -.05, .489, .909, -.34
 0.4,  0.5,  0.0,  0.2,  1.0, .625,  1.0,  1.0, .487, .943, .514, -.11, .619, .946, -.41
 0.4,  0.5,  0.0,  0.2,  1.0, 0.75,  1.0,  1.0, .487, .932, .525, -.09, 0.72, .885, -.39
 0.4,  0.5,  0.0,  0.2,  1.0, .875,  1.0,  1.0, .488, .915, .533, -0.1, .788, .833, -.42
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0,  1.0,  1.0, .488, .902, .543, -.09, .846, .788, -.38
 0.4,  0.5,  0.0,  0.2,  1.0, 1.13,  1.0,  1.0, .488, .912, .535, -.23, .869, .877, -.35
 0.4,  0.5,  0.0,  0.2,  1.0, 1.25,  1.0,  1.0, .488, .927, .524, -.19, 1.07, .896, -.38
 0.4,  0.5,  0.0,  0.2,  1.0, 1.38,  1.0,  1.0, .487, .913, 0.53, -.29, 1.01, .933, -.28
 0.4,  0.5,  0.0,  0.2,  1.0,  1.5,  1.0,  1.0, .486, .935, .508, -0.3, 1.32, 0.98, -.41
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0,  0.5,  1.0, .488, .902, 0.54, -.25, .667, .464, -.12
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0, .625,  1.0, .487, .916, .518, -.21, .781, .603, -.22
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0, 0.75,  1.0, .487, .904, .531, -.21, .726, .673, -.23
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0, .875,  1.0, .487, .906, .537, -.18, .727, .786, -.26
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0,  1.0,  1.0, .487, .919, .533, -.14, .927, .869, -.44
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0, 1.13,  1.0, .487, .925, .526, -.13, .988, 1.01, -.53
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0, 1.25,  1.0, .487, .905, .538, -0.1, 0.95, 1.03, -.54
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0, 1.38,  1.0, .486, .921, .532, -.07, .935, 1.14, -.58
 0.4,  0.5,  0.0,  0.2,  1.0,  1.0,  1.5,  1.0, .486, .942, .519, -.13, 0.97, 1.38, -.58
 0.4,  0.5,  0.0,  0.2,  2.0,  0.5,  1.0,  1.0, .487, .938, .521, -.05, .498, 0.91, -.34
 0.4,  0.5,  0.0,  0.2,  2.0, .625,  1.0,  1.0, .487, .938, 0.52, -.08, .597, .909, -.37
 0.4,  0.5,  0.0,  0.2,  2.0, 0.75,  1.0,  1.0, .487, 0.93, .527, -.09, .725, .894, -.41
 0.4,  0.5,  0.0,  0.2,  2.0, .875,  1.0,  1.0, .488, 0.93, .523, -.13, .847, .921, -.43
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0,  1.0,  1.0, .488, .911, .537, -.14, .853, .886, -.35
 0.4,  0.5,  0.0,  0.2,  2.0, 1.13,  1.0,  1.0, .488, .902, .538, -.18, .904, 0.85, -.38
 0.4,  0.5,  0.0,  0.2,  2.0, 1.25,  1.0,  1.0, .489, .902, .543, -.21, .929, .877, -.32
 0.4,  0.5,  0.0,  0.2,  2.0, 1.38,  1.0,  1.0, .488, .906, 0.53, -.27, 1.01, .946, -.28
 0.4,  0.5,  0.0,  0.2,  2.0,  1.5,  1.0,  1.0, .489, .911, .528, -.36, 1.05, .976, -.26
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0,  0.5,  1.0, .491, .887, .551, -.26, .547, .458, -.09
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0, .625,  1.0, .488, .924, .518, -.22, .818, .619, -.23
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0, 0.75,  1.0, .488, .896, .536, -.17, .773, 0.67, -.26
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0, .875,  1.0, .488, .921, .527, -.15, .867, 0.78, -.33
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0,  1.0,  1.0, .488, .902, .541, -.07, .906, .808, -.41
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0, 1.13,  1.0, .488, .922, .523, -.18, .921, 1.05, -.48
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0, 1.25,  1.0, .488, .926, .528, -.13, .966, 1.14, -0.5
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0, 1.38,  1.0, .487, .926, .532, -0.1, .945, 1.18, -.52
 0.4,  0.5,  0.0,  0.2,  2.0,  1.0,  1.5,  1.0, .487, .934, .525, -.13, .927, 1.39, -.52
 0.4,  0.5,  0.0,  0.2,  3.0,  0.5,  1.0,  1.0, .488, .936, .521, -.05, .499, .899, -.34
 0.4,  0.5,  0.0,  0.2,  3.0, .625,  1.0,  1.0, .487, .931, .522, -.08, .622, .926, -.39
 0.4,  0.5,  0.0,  0.2,  3.0, 0.75,  1.0,  1.0, .488, .926, .526, -.06, .722, .841, -.44
 0.4,  0.5,  0.0,  0.2,  3.0, .875,  1.0,  1.0, .488, 0.92, .531, -.12, .819, .899, -.38
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0,  1.0,  1.0, .489, .922, .532, -.16, .855, .865, -.38
 0.4,  0.5,  0.0,  0.2,  3.0, 1.13,  1.0,  1.0, .489, .883, .548, -.15, .827, 0.81, -.33
 0.4,  0.5,  0.0,  0.2,  3.0, 1.25,  1.0,  1.0, .488, 0.91, 0.53, -.21, 0.96, .915, -.31
 0.4,  0.5,  0.0,  0.2,  3.0, 1.38,  1.0,  1.0, .489,  0.9, .538, -.23, 1.01, .911, -.27
 0.4,  0.5,  0.0,  0.2,  3.0,  1.5,  1.0,  1.0, .489,  0.9, .531, -.27, 1.15, 0.91, -.35
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0,  0.5,  1.0, 0.49, .905, .538, -.23, .683, .448, -.14
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0, .625,  1.0, .488, .917, 0.52, -.21, .816, .614, -.24
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0, 0.75,  1.0, .489, .907, .533, -.17, .777, .687, -.24
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0, .875,  1.0, .489, .895, 0.54, -.17, .856, .783, -.37
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0,  1.0,  1.0, .488, 0.91, .534, -.12, .924, .871, -.42
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0, 1.13,  1.0, .488, .908, .542, -.12, .867, .944, -.41
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0, 1.25,  1.0, .487, .919, .526, -.18, .916, 1.17, -0.5
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0, 1.38,  1.0, .489, .931, .523, -.14, .991, 1.27, -.59
 0.4,  0.5,  0.0,  0.2,  3.0,  1.0,  1.5,  1.0, .486, .941, .522, -.14, .981, 1.42, -.56
 0.4,  0.5,  0.0,  0.2,  4.0,  0.5,  1.0,  1.0, .487, .937, .525, -.07, 0.48, .936, -.31
 0.4,  0.5,  0.0,  0.2,  4.0, .625,  1.0,  1.0, .487, .939, .521, -0.1, .617, .966, -.39
 0.4,  0.5,  0.0,  0.2,  4.0, 0.75,  1.0,  1.0, .488, 0.93, .529, -.08, .732, .862, -.42
 0.4,  0.5,  0.0,  0.2,  4.0, .875,  1.0,  1.0, .489, .911, .537, -0.1, .816, 0.87, -.41
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0,  1.0,  1.0, .488, .907, .536, -.16, .935, .891, -.43
 0.4,  0.5,  0.0,  0.2,  4.0, 1.13,  1.0,  1.0, .489, .906, .542, -.18, .814, .888, -.26
 0.4,  0.5,  0.0,  0.2,  4.0, 1.25,  1.0,  1.0, .489, .895, 0.54, -.23,  0.9, .887, -.28
 0.4,  0.5,  0.0,  0.2,  4.0, 1.38,  1.0,  1.0, .488, .903, 0.53, -.22, 1.04, .893, -.31
 0.4,  0.5,  0.0,  0.2,  4.0,  1.5,  1.0,  1.0, .489, .908, .526, -.31, 1.15, .947, -.34
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0,  0.5,  1.0, .491, .889, .545, -.25, .627, .458, -.12
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0, .625,  1.0, .489, .915, .524, -0.2, .797, .582, -.23
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0, 0.75,  1.0, .488, .913, .532, -.19, .751, .674, -.22
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0, .875,  1.0, .488, .915, .534, -.16, .843, .774, -.32
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0,  1.0,  1.0, .488, .913, .532, -.12, .898, .852, -.43
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0, 1.13,  1.0, .487, .924, .529, -.14, .915, 1.03, -.42
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0, 1.25,  1.0, .488, .918, .535, -.13, .953, 1.09, -0.5
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0, 1.38,  1.0, .488, .924, .529, -.09, .961, 1.17, -.54
 0.4,  0.5,  0.0,  0.2,  4.0,  1.0,  1.5,  1.0, .486, 0.93, .523, -.12, .973, 1.33, -.59
 0.4,  0.5,  0.0,  0.2,  5.0,  0.5,  1.0,  1.0, .487, .933, .525, -.06, .498, 0.93, -.34
 0.4,  0.5,  0.0,  0.2,  5.0, .625,  1.0,  1.0, .488, .934, .524, -.09, .608, .928, -.37
 0.4,  0.5,  0.0,  0.2,  5.0, 0.75,  1.0,  1.0, .488, 0.93, .528, -.06, .717, .868, -.38
 0.4,  0.5,  0.0,  0.2,  5.0, .875,  1.0,  1.0, .487, .919, .535, -.09, .796, .869, -.38
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0,  1.0,  1.0, .487, .909, .539, -.12, .868, .846, -.39
 0.4,  0.5,  0.0,  0.2,  5.0, 1.13,  1.0,  1.0, .488, 0.89, .543, -.19, .833, .853, -.34
 0.4,  0.5,  0.0,  0.2,  5.0, 1.25,  1.0,  1.0, .489, .896, .543, -.16, .906, .871, -.26
 0.4,  0.5,  0.0,  0.2,  5.0, 1.38,  1.0,  1.0, .489, .906, .528, -.27, 1.07, .946, -.31
 0.4,  0.5,  0.0,  0.2,  5.0,  1.5,  1.0,  1.0, .488, .927, .518, -.33, 1.25, 0.96, -0.4
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0,  0.5,  1.0, 0.49, .882, .547, -.24, .612, .458, -.11
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0, .625,  1.0, .488, .922, .522, -.21, .795, .587, -.22
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0, 0.75,  1.0, .488, .915, .522, -.19, .838, .713, -.26
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0, .875,  1.0, .488, .901, 0.54, -0.2, .728, .826, -.21
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0,  1.0,  1.0, .487, .915, .533, -.11, .935, .858, -.41
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0, 1.13,  1.0, .488, .921, .531, -.15, .961, .999, -.51
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0, 1.25,  1.0, .488, .919, .535, -.13, 0.98, 1.13, -.49
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0, 1.38,  1.0, .487, .921, .532, -.11, .967,  1.2, -.56
 0.4,  0.5,  0.0,  0.2,  5.0,  1.0,  1.5,  1.0, .487, .935, .524, -0.1, .987, 1.34, -.57
 0.4,  0.5,  0.0,  0.2,  6.0,  0.5,  1.0,  1.0, .488, .933, .522, -.06, .491, .934, -.33
